시간,유저코드,카테고리,제품코드,가격,행동
2022-06-06 01:32:58,u567159783,패션,p10047950,221.11,V
2022-06-06 01:33:00,u544737016,식품,p10025440,473.37,V
2022-06-06 01:33:29,u560832658,자동차,p13200021,136.4,V
2022-06-06 01:33:53,u522009669,패션,p10045300,396.15,V
2022-06-06 01:33:54,u538856196,자동차,p51008160,29.55,V
2022-06-06 01:33:58,u548471972,식품,p36013650,93.49,V
2022-06-06 01:34:19,u563314408,컴퓨터,p10052390,272.85,V
2022-06-06 01:34:22,u517297727,식품,p51000001,178.77,V
2022-06-06 01:34:43,u530153776,패션,p13000002,60.43,V
2022-06-06 01:34:57,u542858333,컴퓨터,p36012480,173.26,V
2022-06-06 01:34:57,u515922457,컴퓨터,p11200273,188.38,V
2022-06-06 01:35:10,u530153776,식품,p13000037,61.24,V
2022-06-06 01:35:39,u513774615,식품,p28716977,82.63,V
2022-06-06 01:36:02,u515922457,컴퓨터,p11200377,11.94,V
2022-06-06 01:36:03,u535275591,식품,p57010860,127.42,V
2022-06-06 01:36:18,u563889375,자동차,p10050810,128.68,V
2022-06-06 01:36:24,u527261564,자동차,p48020360,193.0,V
2022-06-06 01:36:53,u516305569,패션,p16800160,86.23,V
2022-06-06 01:37:03,u512535630,자동차,p10052800,771.94,V
2022-06-06 01:37:10,u527016254,식품,p68008520,23.14,V
2022-06-06 01:37:11,u560374965,식품,p34800567,89.84,V
2022-06-06 01:37:33,u513460357,식품,p10049980,108.48,V
2022-06-06 01:37:41,u554009374,패션,p10050380,617.52,V
2022-06-06 01:38:01,u540749410,식품,p36014270,385.85,V
2022-06-06 01:38:13,u514072355,패션,p28704459,126.13,V
2022-06-06 01:38:18,u560118415,자동차,p13200021,136.4,V
2022-06-06 01:38:28,u563314408,식품,p10052170,151.61,V
2022-06-06 01:38:38,u529699224,식품,p36014820,941.59,V
2022-06-06 01:39:10,u513537519,자동차,p17200449,540.53,V
2022-06-06 01:39:11,u513774615,패션,p28720798,93.95,V
2022-06-06 01:39:18,u567064990,자동차,p15100008,514.56,V
2022-06-06 01:39:36,u545152586,식품,p18300322,20.34,V
2022-06-06 01:39:58,u514735324,식품,p27200624,56.63,V
2022-06-06 01:39:58,u564413861,식품,p12300866,40.64,V
2022-06-06 01:40:03,u515922457,자동차,p11200516,12.07,V
2022-06-06 01:40:11,u516305569,컴퓨터,p17000087,138.74,V
2022-06-06 01:40:38,u541802734,식품,p18015890,462.79,V
2022-06-06 01:40:41,u512717436,식품,p29008020,118.15,V
2022-06-06 01:40:42,u545152586,식품,p13065350,939.28,V
2022-06-06 01:40:46,u540642128,자동차,p12719861,36.04,V
2022-06-06 01:41:23,u513113396,자동차,p13074750,1283.73,V
2022-06-06 01:41:25,u513160498,식품,p14807080,586.86,V
2022-06-06 01:41:38,u552096605,패션,p28716340,115.06,V
2022-06-06 01:41:53,u512392929,식품,p26205361,258.95,V
2022-06-06 01:42:03,u545152586,컴퓨터,p13050050,1016.5,V
2022-06-06 01:42:03,u559025797,식품,p25019040,394.6,V
2022-06-06 01:42:16,u513787222,식품,p10701166,64.08,V
2022-06-06 01:42:28,u512535630,패션,p10037720,257.12,V
2022-06-06 01:43:02,u563314408,컴퓨터,p10052390,272.85,V
2022-06-06 01:43:16,u513163005,식품,p10051440,1628.07,V
2022-06-06 01:43:29,u563657295,식품,p18400356,74.67,V
2022-06-06 01:43:32,u566793021,컴퓨터,p26500313,269.25,V
2022-06-06 01:43:37,u512701107,컴퓨터,p12300108,47.38,V
2022-06-06 01:43:44,u554098985,식품,p66007240,115.58,V
2022-06-06 01:43:53,u519795461,패션,p88008580,34.25,V
2022-06-06 01:43:58,u555735241,식품,p12703923,48.39,V
2022-06-06 01:44:18,u531036017,식품,p10041610,87.49,V
2022-06-06 01:44:47,u515354231,식품,p12300231,150.95,V
2022-06-06 01:45:10,u513369325,식품,p10051690,209.8,V
2022-06-06 01:45:11,u519196838,식품,p22100088,122.01,V
2022-06-06 01:45:11,u541802734,컴퓨터,p18020270,543.35,V
2022-06-06 01:45:25,u542858333,패션,p36006590,235.7,V
2022-06-06 01:45:30,u545095436,식품,p26201192,87.26,V
2022-06-06 01:45:30,u514302262,식품,p26500027,14.16,V
2022-06-06 01:45:32,u567792281,식품,p48040560,160.36,V
2022-06-06 01:45:36,u548220452,식품,p17600958,17.5,V
2022-06-06 01:45:39,u552754455,식품,p10051800,1158.05,V
2022-06-06 01:45:51,u549957438,패션,p26200078,233.98,V
2022-06-06 01:45:51,u566380148,식품,p26500660,109.66,V
2022-06-06 01:46:33,u512424310,패션,p36005450,579.14,V
2022-06-06 01:46:39,u512554503,패션,p34200051,41.16,V
2022-06-06 01:47:02,u512392929,식품,p26204023,159.22,V
2022-06-06 01:47:32,u538735298,식품,p10051740,643.23,V
2022-06-06 01:47:37,u567014572,식품,p10043850,776.08,V
2022-06-06 01:47:40,u514634821,식품,p10051860,771.94,V
2022-06-06 01:47:41,u512396011,패션,p18400293,153.67,V
2022-06-06 01:47:47,u552754455,식품,p10051800,1158.05,V
2022-06-06 01:47:55,u519795461,식품,p88005380,29.77,V
2022-06-06 01:47:58,u540749410,컴퓨터,p36014970,385.82,V
2022-06-06 01:48:04,u513369325,식품,p10051690,209.8,C
2022-06-06 01:48:12,u542790979,식품,p48200463,47.62,V
2022-06-06 01:48:13,u514428340,자동차,p38700112,4.76,V
2022-06-06 01:48:20,u519240921,식품,p83003760,24.97,V
2022-06-06 01:48:50,u524135713,식품,p10048730,361.3,V
2022-06-06 01:49:00,u514209157,자동차,p33900050,1853.3,V
2022-06-06 01:49:01,u514634821,패션,p10051020,429.57,V
2022-06-06 01:49:02,u563575742,식품,p13200026,100.36,V
2022-06-06 01:49:04,u517118615,패션,p28005650,267.45,V
2022-06-06 01:49:07,u513959974,식품,p58014830,58.69,V
2022-06-06 01:49:10,u529699224,식품,p28101186,157.66,V
2022-06-06 01:49:16,u527016254,패션,p68006530,27.54,V
2022-06-06 01:49:24,u512392929,컴퓨터,p26205297,127.93,V
2022-06-06 01:50:11,u512730049,패션,p30100029,29.6,V
2022-06-06 01:50:11,u559987050,식품,p27024200,270.25,V
2022-06-06 01:50:16,u554295345,식품,p17005740,1795.08,V
2022-06-06 01:50:17,u512613632,식품,p21406804,2059.26,V
2022-06-06 01:50:36,u520479115,식품,p37015740,138.97,V
2022-06-06 01:51:08,u530090931,식품,p25013520,241.63,V
2022-06-06 01:51:19,u515617611,식품,p12719864,43.5,V
2022-06-06 01:51:21,u567154240,컴퓨터,p12015000,383.54,V
2022-06-06 01:51:21,u521778457,식품,p10051690,209.8,V
2022-06-06 01:51:33,u567488361,컴퓨터,p10052390,272.85,V
2022-06-06 01:52:12,u521418470,자동차,p52900025,46.11,V
2022-06-06 01:52:32,u514998287,식품,p17200781,561.12,V
2022-06-06 01:52:36,u518543565,식품,p36015050,501.92,V
2022-06-06 01:53:30,u513793363,패션,p28720778,127.42,V
2022-06-06 01:53:33,u540733805,자동차,p58016580,60.49,V
2022-06-06 01:53:39,u567791749,식품,p10030390,1154.86,V
2022-06-06 01:53:42,u513632579,식품,p10052530,298.59,V
2022-06-06 01:54:06,u531036017,식품,p10045870,66.9,V
2022-06-06 01:54:10,u513161211,식품,p10046530,606.88,V
2022-06-06 01:54:12,u513537519,컴퓨터,p17200528,847.59,V
2022-06-06 01:54:26,u566522478,컴퓨터,p12301398,267.12,V
2022-06-06 01:55:05,u517402190,식품,p21405723,225.49,V
2022-06-06 01:55:08,u513565422,식품,p12705690,50.19,V
2022-06-06 01:55:17,u513793363,식품,p28715752,77.22,V
2022-06-06 01:55:19,u531036017,식품,p10041610,87.49,V
2022-06-06 01:55:19,u512951259,식품,p10025440,473.37,V
2022-06-06 01:55:30,u519496106,식품,p14807420,1232.95,V
2022-06-06 01:55:40,u559821251,식품,p10048730,361.3,V
2022-06-06 01:55:55,u514981990,식품,p31007380,20.57,V
2022-06-06 01:56:02,u512613632,컴퓨터,p21408186,1647.4,V
2022-06-06 01:56:14,u514998287,컴퓨터,p22900289,8.16,V
2022-06-06 01:56:15,u512514624,자동차,p11800031,14.58,V
2022-06-06 01:56:16,u531036017,컴퓨터,p10041470,92.64,V
2022-06-06 01:56:22,u531195742,식품,p39000030,115.66,V
2022-06-06 01:57:01,u564558199,식품,p10048330,170.05,V
2022-06-06 01:57:02,u522142811,식품,p16900139,404.13,V
2022-06-06 01:57:10,u513793363,자동차,p28721316,57.4,V
2022-06-06 01:57:15,u513565422,식품,p12705690,50.19,V
2022-06-06 01:57:16,u513239055,자동차,p26003330,122.27,V
2022-06-06 01:57:25,u521832493,식품,p14807150,828.82,V
2022-06-06 01:57:26,u517931354,자동차,p20900074,85.29,V
2022-06-06 01:57:26,u553288694,식품,p10051610,208.1,V
2022-06-06 01:57:31,u542790817,컴퓨터,p57011660,144.15,V
2022-06-06 01:57:35,u526001041,식품,p39700098,136.43,V
2022-06-06 01:57:36,u517199596,식품,p10051050,1336.63,V
2022-06-06 01:57:48,u513959974,식품,p57000240,332.05,V
2022-06-06 01:57:49,u520479115,식품,p44001070,42.88,V
2022-06-06 01:57:50,u513787222,식품,p10700837,28.29,V
2022-06-06 01:58:17,u540467876,자동차,p18016230,389.71,V
2022-06-06 01:58:40,u551627980,식품,p10051150,915.69,V
2022-06-06 01:59:15,u516790643,패션,p15901606,4.35,V
2022-06-06 01:59:33,u515478910,패션,p42200077,3.71,V
2022-06-06 01:59:37,u516790643,패션,p15901606,4.35,V
2022-06-06 02:00:02,u513738511,식품,p58015750,16.71,V
2022-06-06 02:00:20,u513181783,식품,p49002850,21.6,V
2022-06-06 02:00:20,u513738511,식품,p58008600,15.44,V
2022-06-06 02:00:27,u530300852,식품,p10051210,947.98,V
2022-06-06 02:00:27,u548075733,식품,p27018860,321.87,V
2022-06-06 02:00:29,u513011904,자동차,p48022480,38.35,V
2022-06-06 02:00:50,u564671743,컴퓨터,p10050730,1169.68,V
2022-06-06 02:00:50,u546389958,식품,p10051670,305.77,V
2022-06-06 02:00:52,u512433492,식품,p68006590,67.23,V
2022-06-06 02:01:13,u536215909,자동차,p12700738,30.89,V
2022-06-06 02:01:18,u552473054,식품,p48040560,160.36,V
2022-06-06 02:01:27,u518862395,패션,p28600032,265.1,V
2022-06-06 02:01:47,u514969003,컴퓨터,p11200192,44.84,V
2022-06-06 02:01:58,u512613632,식품,p21407246,1904.81,V
2022-06-06 02:02:29,u525945072,컴퓨터,p26400634,447.89,V
2022-06-06 02:02:35,u523321693,패션,p26403463,269.51,V
2022-06-06 02:02:37,u527016254,식품,p73004640,57.66,V
2022-06-06 02:02:38,u533786584,식품,p70024480,566.3,V
2022-06-06 02:02:54,u513537519,식품,p17200916,1049.4,V
2022-06-06 02:02:55,u512502245,식품,p10041840,463.12,V
2022-06-06 02:02:57,u551205529,패션,p98005570,32.83,V
2022-06-06 02:03:21,u548075733,패션,p27016800,471.77,V
2022-06-06 02:03:24,u527993574,식품,p12711927,154.44,V
2022-06-06 02:04:25,u512701107,자동차,p12300134,39.13,V
2022-06-06 02:04:30,u561458192,패션,p10044950,69.24,V
2022-06-06 02:04:34,u550801630,식품,p37000390,174.17,V
2022-06-06 02:04:34,u527016254,패션,p73004370,59.74,V
2022-06-06 02:04:43,u548906510,자동차,p22700565,97.97,V
2022-06-06 02:04:45,u513292633,자동차,p13073340,1299.65,V
2022-06-06 02:05:05,u514452771,식품,p12709556,40.16,V
2022-06-06 02:05:05,u550801630,컴퓨터,p37001270,187.98,V
2022-06-06 02:05:07,u560118415,식품,p25900025,30.88,V
2022-06-06 02:05:15,u543205627,패션,p26018370,123.79,V
2022-06-06 02:05:21,u513312144,패션,p57010890,296.02,V
2022-06-06 02:05:27,u513011904,패션,p48037470,76.96,V
2022-06-06 02:05:51,u517873959,식품,p49300066,473.63,V
2022-06-06 02:05:53,u538916997,식품,p37007090,115.57,V
2022-06-06 02:06:19,u521778457,식품,p10051690,209.8,C
2022-06-06 02:06:30,u513181783,컴퓨터,p26400266,119.18,V
2022-06-06 02:06:33,u513181783,컴퓨터,p26400266,119.18,V
2022-06-06 02:06:54,u479035447,컴퓨터,p10040380,154.16,V
2022-06-06 02:07:05,u513738511,식품,p58005720,27.0,V
2022-06-06 02:07:06,u513181783,컴퓨터,p26400266,119.18,V
2022-06-06 02:07:25,u512701107,자동차,p12300070,43.73,V
2022-06-06 02:07:29,u512681735,컴퓨터,p26300076,215.71,V
2022-06-06 02:07:41,u551627980,패션,p10050060,85.84,V
2022-06-06 02:08:01,u513620951,식품,p60000720,915.98,V
2022-06-06 02:08:22,u521778457,식품,p10051690,209.8,V
2022-06-06 02:08:30,u525945072,패션,p26200712,185.59,V
2022-06-06 02:08:31,u528106459,패션,p15201157,68.47,V
2022-06-06 02:08:31,u530024423,식품,p10051610,208.1,V
2022-06-06 02:08:55,u521778457,식품,p10051690,209.8,V
2022-06-06 02:08:56,u512765427,식품,p10051160,980.22,V
2022-06-06 02:09:10,u515217699,식품,p51003380,403.12,V
2022-06-06 02:09:14,u519346412,자동차,p10048630,169.93,V
2022-06-06 02:09:31,u513759686,식품,p10042490,745.4,V
2022-06-06 02:09:53,u513243347,식품,p51008550,552.94,V
2022-06-06 02:09:58,u512681735,식품,p26300750,268.41,V
2022-06-06 02:10:07,u525235853,식품,p21410927,107.08,V
2022-06-06 02:10:13,u562983899,패션,p12719067,57.66,V
2022-06-06 02:10:26,u567746727,자동차,p26400230,311.46,V
2022-06-06 02:10:40,u529944851,컴퓨터,p10044020,185.07,V
2022-06-06 02:10:47,u538916997,식품,p37007090,115.57,V
2022-06-06 02:10:49,u519346412,자동차,p10048630,169.93,V
2022-06-06 02:11:09,u514433114,식품,p13201313,396.64,V
2022-06-06 02:11:12,u514797839,패션,p13075390,476.18,V
2022-06-06 02:11:17,u513583251,자동차,p12714016,68.21,V
2022-06-06 02:11:19,u512701107,자동차,p12300388,41.16,V
2022-06-06 02:11:39,u533786584,컴퓨터,p70055150,476.18,V
2022-06-06 02:11:52,u514797839,식품,p13070440,450.44,V
2022-06-06 02:11:59,u567755160,컴퓨터,p10047670,240.93,V
2022-06-06 02:12:39,u518106508,패션,p13065670,875.16,V
2022-06-06 02:12:43,u560118415,패션,p25900016,73.64,V
2022-06-06 02:12:51,u514059348,식품,p42300005,282.89,V
2022-06-06 02:13:23,u512442128,컴퓨터,p10048380,178.9,V
2022-06-06 02:13:34,u567755160,컴퓨터,p10047670,240.93,V
2022-06-06 02:13:57,u559021420,컴퓨터,p18017390,296.44,V
2022-06-06 02:14:05,u524453715,식품,p16200316,17.5,V
2022-06-06 02:14:15,u539261050,식품,p21401322,27.78,V
2022-06-06 02:14:22,u530090931,패션,p25021320,586.86,V
2022-06-06 02:14:26,u515478910,자동차,p27700716,28.06,V
2022-06-06 02:15:04,u537466008,컴퓨터,p10049580,343.12,V
2022-06-06 02:15:29,u520348216,자동차,p51005640,257.86,V
2022-06-06 02:15:39,u558510947,패션,p28800143,8.88,V
2022-06-06 02:15:45,u512616104,컴퓨터,p16300024,46.3,V
2022-06-06 02:15:46,u512423808,자동차,p10052130,746.45,V
2022-06-06 02:15:53,u512392929,자동차,p26203759,68.47,V
2022-06-06 02:15:56,u567001624,컴퓨터,p10048380,178.9,V
2022-06-06 02:15:58,u544407398,식품,p18020960,1158.07,V
2022-06-06 02:16:03,u517399786,식품,p15200260,71.87,V
2022-06-06 02:16:07,u512705879,식품,p28716879,90.09,V
2022-06-06 02:16:13,u539958621,자동차,p48020360,193.0,V
2022-06-06 02:16:23,u522982062,컴퓨터,p91012760,15.32,V
2022-06-06 02:16:48,u529944851,식품,p10047080,153.89,V
2022-06-06 02:16:50,u525235853,패션,p21408556,164.74,V
2022-06-06 02:17:03,u514346719,식품,p10052530,298.59,V
2022-06-06 02:17:10,u558510947,식품,p28800224,9.27,V
2022-06-06 02:17:26,u519068924,식품,p40500185,1.28,V
2022-06-06 02:17:38,u545564129,식품,p10051600,210.53,V
2022-06-06 02:17:38,u519567054,패션,p57011370,198.2,V
2022-06-06 02:17:39,u551990294,식품,p18017900,189.24,V
2022-06-06 02:17:48,u512430983,식품,p53100001,36.95,V
2022-06-06 02:17:49,u562810130,식품,p10047400,218.51,V
2022-06-06 02:18:38,u519070262,식품,p26202882,191.51,V
2022-06-06 02:18:50,u517152844,식품,p12720464,42.47,V
2022-06-06 02:18:55,u512537813,식품,p10051680,213.2,V
2022-06-06 02:18:55,u567799463,식품,p10048560,131.66,V
2022-06-06 02:19:01,u512442128,식품,p10051600,210.53,V
2022-06-06 02:19:06,u567429542,식품,p15100367,499.11,V
2022-06-06 02:19:07,u513850642,식품,p14806480,512.19,V
2022-06-06 02:19:33,u515617611,식품,p12703820,65.77,V
2022-06-06 02:19:42,u543483024,식품,p19100225,414.72,V
2022-06-06 02:19:44,u519068924,식품,p11400382,6.56,V
2022-06-06 02:19:56,u566215665,패션,p13059770,2548.07,V
2022-06-06 02:19:57,u520953802,식품,p14100123,117.87,V
2022-06-06 02:19:59,u524453715,컴퓨터,p16200442,9.03,V
2022-06-06 02:20:07,u540807712,식품,p12712769,53.28,V
2022-06-06 02:20:19,u566215665,컴퓨터,p13074460,1158.31,V
2022-06-06 02:20:27,u512794151,식품,p16600172,223.94,V
2022-06-06 02:20:29,u565814540,식품,p14807070,525.08,V
2022-06-06 02:20:45,u531309874,패션,p26300108,971.97,V
2022-06-06 02:20:56,u512442128,식품,p10045650,166.1,V
2022-06-06 02:21:00,u513272755,식품,p18020520,113.23,V
2022-06-06 02:21:03,u512374518,패션,p10047410,196.92,V
2022-06-06 02:21:09,u513850642,컴퓨터,p14801060,594.58,V
2022-06-06 02:21:15,u527597828,컴퓨터,p26205207,315.24,V
2022-06-06 02:21:33,u513959974,컴퓨터,p18200073,290.28,V
2022-06-06 02:21:39,u565483592,식품,p10048970,952.15,V
2022-06-06 02:22:01,u550801630,컴퓨터,p37001270,187.98,C
2022-06-06 02:22:16,u555027334,패션,p10051060,1422.31,V
2022-06-06 02:22:35,u513657590,식품,p26401465,107.08,V
2022-06-06 02:22:47,u567799463,식품,p10047080,153.89,V
2022-06-06 02:23:03,u513778820,패션,p13068950,411.34,V
2022-06-06 02:23:31,u538287208,식품,p10400627,23.14,V
2022-06-06 02:23:37,u512728424,패션,p10046650,824.35,V
2022-06-06 02:23:38,u516941103,자동차,p26400361,603.62,V
2022-06-06 02:24:18,u514254218,식품,p10051220,1024.27,V
2022-06-06 02:24:41,u516070251,식품,p12711806,36.29,V
2022-06-06 02:24:48,u522982062,식품,p91007360,4.84,V
2022-06-06 02:24:51,u523646500,자동차,p10047500,195.04,V
2022-06-06 02:24:54,u536409277,식품,p17200700,308.63,V
2022-06-06 02:24:58,u555027334,패션,p10051370,1544.18,V
2022-06-06 02:25:06,u540807712,식품,p12712061,60.49,V
2022-06-06 02:25:15,u559817609,식품,p12300866,40.64,V
2022-06-06 02:25:29,u518398030,자동차,p26300079,343.12,V
2022-06-06 02:25:30,u523646500,자동차,p10047500,195.04,C
2022-06-06 02:25:49,u523646500,자동차,p10047500,195.04,V
2022-06-06 02:25:56,u552755770,컴퓨터,p10042500,778.35,V
2022-06-06 02:25:56,u553353808,식품,p10701052,53.54,V
2022-06-06 02:25:56,u514463520,식품,p48040560,160.36,V
2022-06-06 02:26:09,u513778820,식품,p13073390,592.01,V
2022-06-06 02:26:15,u564185380,자동차,p50004030,102.71,V
2022-06-06 02:26:22,u512728424,패션,p10046650,824.35,V
2022-06-06 02:26:27,u519253596,식품,p10047920,478.26,V
2022-06-06 02:26:29,u564303874,식품,p10025440,473.37,V
2022-06-06 02:26:36,u547470447,패션,p19200063,185.08,V
2022-06-06 02:26:59,u517988457,자동차,p10051920,205.67,V
2022-06-06 02:27:02,u523451168,식품,p10048560,131.66,V
2022-06-06 02:27:14,u522574784,식품,p10049570,355.21,V
2022-06-06 02:27:17,u514563633,자동차,p10042600,1018.02,V
2022-06-06 02:27:17,u514487841,자동차,p22100106,24.45,V
2022-06-06 02:27:20,u566720696,식품,p10051150,915.69,C
2022-06-06 02:27:20,u514565094,식품,p16300124,60.21,V
2022-06-06 02:27:40,u544407398,자동차,p13070560,1338.52,V
2022-06-06 02:27:43,u514203617,패션,p88009760,31.05,V
2022-06-06 02:27:53,u541229652,컴퓨터,p33004950,43.73,V
2022-06-06 02:27:58,u513026428,패션,p62007200,24.97,V
2022-06-06 02:28:11,u567001624,자동차,p10038550,142.85,V
2022-06-06 02:28:12,u565971361,식품,p10048560,131.66,V
2022-06-06 02:28:18,u558862715,식품,p10048330,170.05,V
2022-06-06 02:28:30,u517988457,컴퓨터,p10048530,231.41,V
2022-06-06 02:28:35,u516484568,식품,p17300588,154.44,V
2022-06-06 02:28:41,u515031142,자동차,p13102018,676.83,V
2022-06-06 02:28:43,u566037937,식품,p18019290,566.04,V
2022-06-06 02:29:04,u518480003,자동차,p13102638,240.93,V
2022-06-06 02:29:11,u561611961,컴퓨터,p13073660,257.15,V
2022-06-06 02:29:24,u559492720,자동차,p12720418,53.03,V
2022-06-06 02:29:32,u527016254,식품,p73004640,57.66,V
2022-06-06 02:29:33,u517149411,식품,p10051860,771.94,V
2022-06-06 02:30:24,u516308435,컴퓨터,p28101493,539.01,V
2022-06-06 02:30:30,u565971361,자동차,p10047500,195.04,V
2022-06-06 02:30:31,u515031142,자동차,p13102018,676.83,V
2022-06-06 02:30:32,u527597828,패션,p23900287,25.23,V
2022-06-06 02:30:45,u565377715,패션,p10047410,196.92,V
2022-06-06 02:30:46,u566037937,패션,p18016120,1385.0,V
2022-06-06 02:30:51,u567338605,식품,p13200282,257.38,V
2022-06-06 02:30:54,u516030931,패션,p19100293,177.19,V
2022-06-06 02:31:18,u513778820,패션,p13074540,514.79,V
2022-06-06 02:31:24,u513706377,컴퓨터,p28703927,77.3,V
2022-06-06 02:31:53,u561058904,자동차,p10047500,195.04,V
2022-06-06 02:32:00,u566418205,패션,p31006400,51.43,V
2022-06-06 02:32:27,u529944851,식품,p10052840,0.0,V
2022-06-06 02:32:34,u563921329,식품,p21405844,400.27,V
2022-06-06 02:32:46,u522982062,자동차,p91006650,6.97,V
2022-06-06 02:32:52,u535602926,식품,p53010420,41.16,V
2022-06-06 02:33:00,u558646781,패션,p37013280,1261.27,V
2022-06-06 02:33:03,u541435423,패션,p10025470,473.37,V
2022-06-06 02:33:28,u567149265,식품,p36010770,411.83,V
2022-06-06 02:33:32,u541061960,컴퓨터,p10047670,240.93,V
2022-06-06 02:33:45,u515617611,식품,p12719835,45.82,V
2022-06-06 02:33:49,u514254247,식품,p10051050,1336.63,V
2022-06-06 02:33:53,u567765873,컴퓨터,p48009640,3.84,V
2022-06-06 02:33:54,u513778820,식품,p13075410,492.93,V
2022-06-06 02:34:06,u514565094,식품,p15902545,71.43,V
2022-06-06 02:34:06,u524530061,식품,p21405147,350.07,V
2022-06-06 02:34:24,u513244454,식품,p10051600,210.53,V
2022-06-06 02:34:25,u522982062,컴퓨터,p91016390,8.2,V
2022-06-06 02:34:30,u548075733,패션,p27018880,419.15,V
2022-06-06 02:34:31,u513778820,패션,p13070040,290.6,V
2022-06-06 02:34:39,u513851865,식품,p22700069,38.61,V
2022-06-06 02:34:48,u563318371,자동차,p35001320,360.34,V
2022-06-06 02:34:48,u518438708,패션,p10052250,192.05,V
2022-06-06 02:35:06,u542300348,식품,p28714396,94.98,V
2022-06-06 02:35:28,u515065903,식품,p13200783,372.98,V
2022-06-06 02:35:46,u541229652,식품,p63013400,35.52,V
2022-06-06 02:36:02,u513851865,패션,p22700541,14.16,V
2022-06-06 02:36:04,u531193183,컴퓨터,p41003680,501.42,V
2022-06-06 02:36:05,u543229445,식품,p51005690,566.19,V
2022-06-06 02:36:09,u565483592,식품,p10048970,952.15,V
2022-06-06 02:36:16,u566580521,패션,p12706656,50.71,V
2022-06-06 02:36:43,u533928390,컴퓨터,p10042090,89.26,V
2022-06-06 02:36:55,u538833640,식품,p91006360,31.47,V
2022-06-06 02:36:58,u514565094,패션,p15901810,120.13,V
2022-06-06 02:36:59,u550812421,식품,p36012410,424.28,V
2022-06-06 02:37:08,u561058904,식품,p10048360,227.02,V
2022-06-06 02:37:27,u512388419,식품,p10052230,228.58,V
2022-06-06 02:37:29,u563318371,컴퓨터,p35001810,386.08,V
2022-06-06 02:37:34,u553613322,식품,p10051600,210.53,V
2022-06-06 02:38:17,u559817609,식품,p12300231,150.95,V
2022-06-06 02:38:46,u536279902,식품,p10051580,302.45,V
2022-06-06 02:39:01,u516499106,식품,p13074260,1703.63,V
2022-06-06 02:39:05,u551627980,패션,p10051950,110.17,V
2022-06-06 02:39:11,u512475666,식품,p21410069,770.16,V
2022-06-06 02:39:13,u536409277,컴퓨터,p18600003,411.59,V
2022-06-06 02:39:18,u513851865,패션,p22700541,14.16,V
2022-06-06 02:39:18,u514372417,식품,p17300815,41.16,V
2022-06-06 02:39:22,u523401993,컴퓨터,p10047670,240.93,V
2022-06-06 02:39:28,u559292164,식품,p13071870,849.42,V
2022-06-06 02:39:31,u548024165,컴퓨터,p18018840,282.35,V
2022-06-06 02:39:31,u552370187,식품,p13104642,270.28,V
2022-06-06 02:39:43,u519496106,식품,p14803930,926.64,V
2022-06-06 02:39:49,u567001624,식품,p10048710,271.92,V
2022-06-06 02:39:50,u533786584,컴퓨터,p70064320,1160.8,V
2022-06-06 02:39:51,u563232746,패션,p28717874,121.5,V
2022-06-06 02:39:59,u566522478,패션,p12301402,215.59,V
2022-06-06 02:40:00,u566532659,식품,p66009220,20.45,V
2022-06-06 02:40:04,u539551107,식품,p12300928,106.03,V
2022-06-06 02:40:19,u515323899,자동차,p22700026,141.51,V
2022-06-06 02:40:24,u563314408,컴퓨터,p10049580,343.12,V
2022-06-06 02:40:26,u519516172,패션,p10050060,85.84,V
2022-06-06 02:41:03,u526532829,식품,p12719973,85.85,V
2022-06-06 02:41:06,u515231097,식품,p28716609,79.02,V
2022-06-06 02:41:14,u516030931,식품,p19100329,194.5,V
2022-06-06 02:41:18,u540101095,패션,p22700208,83.66,V
2022-06-06 02:41:24,u528106459,식품,p15800014,72.16,V
2022-06-06 02:41:25,u513657590,식품,p26403723,147.49,V
2022-06-06 02:41:48,u552499272,식품,p31000340,54.03,V
2022-06-06 02:41:54,u548171946,패션,p30000010,138.97,V
2022-06-06 02:41:59,u541087491,식품,p26500463,926.12,V
2022-06-06 02:42:00,u519776743,식품,p21100405,17.99,V
2022-06-06 02:42:03,u543229445,패션,p51003370,334.37,V
2022-06-06 02:42:07,u528106459,식품,p15800014,72.16,V
2022-06-06 02:42:07,u559292164,식품,p13071870,849.42,V
2022-06-06 02:42:10,u513272755,식품,p18018060,121.91,V
2022-06-06 02:42:19,u512426470,패션,p21409502,158.82,V
2022-06-06 02:42:25,u513091775,식품,p10048570,131.66,V
2022-06-06 02:42:35,u562405539,식품,p26016710,191.59,V
2022-06-06 02:42:38,u513395951,패션,p26401045,145.18,V
2022-06-06 02:42:57,u512927893,식품,p10051590,211.07,V
2022-06-06 02:43:22,u542147546,패션,p12500536,32.95,V
2022-06-06 02:43:23,u512927893,컴퓨터,p10052390,272.85,V
2022-06-06 02:43:23,u523963418,자동차,p17014060,290.09,V
2022-06-06 02:43:38,u565401368,식품,p10052560,136.94,V
2022-06-06 02:43:57,u513851865,패션,p22700541,14.16,V
2022-06-06 02:44:01,u512383232,컴퓨터,p10047670,240.93,V
2022-06-06 02:44:04,u516499106,식품,p13071840,823.68,V
2022-06-06 02:44:10,u519516172,패션,p10051570,274.14,V
2022-06-06 02:44:17,u519067510,자동차,p18016230,389.71,V
2022-06-06 02:44:30,u562031477,컴퓨터,p21404667,177.35,V
2022-06-06 02:44:35,u542300348,자동차,p28714397,94.98,V
