date,team,continent,H/A,oppenent,op_continent,scored_goal,conceded_goal,tournament,result
2021-07-07,Senegal,Africa,Away,Namibia,Africa,1,2,Others,Lose
2021-07-08,Zambia,Africa,Home,Lesotho,Africa,1,2,Others,Lose
2021-07-08,Lesotho,Africa,Away,Zambia,Africa,2,1,Others,Win
2021-07-08,South Africa,Africa,Home,Eswatini,Africa,1,0,Others,Win
2021-07-08,Eswatini,Africa,Away,South Africa,Africa,0,1,Others,Lose
2021-07-09,Peru,South America,Home,Colombia,South America,2,3,Others,Lose
2021-07-09,Colombia,South America,Away,Peru,South America,3,2,Others,Win
2021-07-09,Malawi,Africa,Home,Zimbabwe,Africa,2,2,Others,Draw
2021-07-09,Zimbabwe,Africa,Away,Malawi,Africa,2,2,Others,Draw
2021-07-09,Mozambique,Africa,Home,Senegal,Africa,0,1,Others,Lose
2021-07-09,Senegal,Africa,Away,Mozambique,Africa,1,0,Others,Win
2021-07-10,Argentina,South America,Home,Brazil,South America,1,0,Others,Win
2021-07-10,Brazil,South America,Away,Argentina,South America,0,1,Others,Lose
2021-07-10,Botswana,Africa,Home,Lesotho,Africa,4,0,Others,Win
2021-07-10,Lesotho,Africa,Away,Botswana,Africa,0,4,Others,Lose
2021-07-10,Eswatini,Africa,Home,Zambia,Africa,1,0,Others,Win
2021-07-10,Zambia,Africa,Away,Eswatini,Africa,0,1,Others,Lose
2021-07-10,Mexico,North America,Home,Trinidad and Tobago,South America,0,0,Others,Draw
2021-07-10,Trinidad and Tobago,South America,Away,Mexico,North America,0,0,Others,Draw
2021-07-11,England,Europe,Home,Italy,Europe,1,1,Others,Draw
2021-07-11,Italy,Europe,Away,England,Europe,1,1,Others,Draw
2021-07-11,Zimbabwe,Africa,Home,Namibia,Africa,0,2,Others,Lose
2021-07-11,Namibia,Africa,Away,Zimbabwe,Africa,2,0,Others,Win
2021-07-11,Mozambique,Africa,Home,Malawi,Africa,2,0,Others,Win
2021-07-11,Malawi,Africa,Away,Mozambique,Africa,0,2,Others,Lose
2021-07-11,Guatemala,North America,Home,El Salvador,North America,0,2,Others,Lose
2021-07-11,El Salvador,North America,Away,Guatemala,North America,2,0,Others,Win
2021-07-11,Haiti,North America,Home,USA,North America,0,1,Others,Lose
2021-07-11,USA,North America,Away,Haiti,North America,1,0,Others,Win
2021-07-12,Suriname,South America,Home,Jamaica,North America,0,2,Others,Lose
2021-07-12,Jamaica,North America,Away,Suriname,South America,2,0,Others,Win
2021-07-13,Botswana,Africa,Home,Zambia,Africa,1,2,Others,Lose
2021-07-13,Zambia,Africa,Away,Botswana,Africa,2,1,Others,Win
2021-07-13,Lesotho,Africa,Home,South Africa,Africa,0,4,Others,Lose
2021-07-13,South Africa,Africa,Away,Lesotho,Africa,4,0,Others,Win
2021-07-13,Zimbabwe,Africa,Home,Senegal,Africa,1,2,Others,Lose
2021-07-13,Senegal,Africa,Away,Zimbabwe,Africa,2,1,Others,Win
2021-07-13,Malawi,Africa,Home,Namibia,Africa,1,1,Others,Draw
2021-07-13,Namibia,Africa,Away,Malawi,Africa,1,1,Others,Draw
2021-07-13,Panama,North America,Home,Qatar,Asia,3,3,Others,Draw
2021-07-13,Qatar,Asia,Away,Panama,North America,3,3,Others,Draw
2021-07-13,Grenada,North America,Home,Honduras,North America,0,4,Others,Lose
2021-07-13,Honduras,North America,Away,Grenada,North America,4,0,Others,Win
2021-07-14,Zambia,Africa,Home,South Africa,Africa,0,0,Others,Draw
2021-07-14,South Africa,Africa,Away,Zambia,Africa,0,0,Others,Draw
2021-07-14,Eswatini,Africa,Home,Botswana,Africa,1,1,Others,Draw
2021-07-14,Botswana,Africa,Away,Eswatini,Africa,1,1,Others,Draw
2021-07-14,Namibia,Africa,Home,Mozambique,Africa,0,1,Others,Lose
2021-07-14,Mozambique,Africa,Away,Namibia,Africa,1,0,Others,Win
2021-07-14,Malawi,Africa,Home,Senegal,Africa,1,2,Others,Lose
2021-07-14,Senegal,Africa,Away,Malawi,Africa,2,1,Others,Win
2021-07-14,Trinidad and Tobago,South America,Home,El Salvador,North America,0,2,Others,Lose
2021-07-14,El Salvador,North America,Away,Trinidad and Tobago,South America,2,0,Others,Win
2021-07-14,Mexico,North America,Home,Guatemala,North America,3,0,Others,Win
2021-07-14,Guatemala,North America,Away,Mexico,North America,0,3,Others,Lose
2021-07-15,Canada,North America,Home,Haiti,North America,4,1,Others,Win
2021-07-15,Haiti,North America,Away,Canada,North America,1,4,Others,Lose
2021-07-16,Eswatini,Africa,Home,Senegal,Africa,2,2,Others,Draw
2021-07-16,Senegal,Africa,Away,Eswatini,Africa,2,2,Others,Draw
2021-07-16,Mozambique,Africa,Home,South Africa,Africa,0,3,Others,Lose
2021-07-16,South Africa,Africa,Away,Mozambique,Africa,3,0,Others,Win
2021-07-16,Suriname,South America,Home,Costa Rica,North America,1,2,Others,Lose
2021-07-16,Costa Rica,North America,Away,Suriname,South America,2,1,Others,Win
2021-07-17,Grenada,North America,Home,Qatar,Asia,0,4,Others,Lose
2021-07-17,Qatar,Asia,Away,Grenada,North America,4,0,Others,Win
2021-07-17,Panama,North America,Home,Honduras,North America,2,3,Others,Lose
2021-07-17,Honduras,North America,Away,Panama,North America,3,2,Others,Win
2021-07-18,Mozambique,Africa,Home,Eswatini,Africa,1,1,Others,Draw
2021-07-18,Eswatini,Africa,Away,Mozambique,Africa,1,1,Others,Draw
2021-07-18,Senegal,Africa,Home,South Africa,Africa,0,0,Others,Draw
2021-07-18,South Africa,Africa,Away,Senegal,Africa,0,0,Others,Draw
2021-07-18,Trinidad and Tobago,South America,Home,Guatemala,North America,1,1,Others,Draw
2021-07-18,Guatemala,North America,Away,Trinidad and Tobago,South America,1,1,Others,Draw
2021-07-18,El Salvador,North America,Home,Mexico,North America,0,1,Others,Lose
2021-07-18,Mexico,North America,Away,El Salvador,North America,1,0,Others,Win
2021-07-18,USA,North America,Home,Canada,North America,1,0,Others,Win
2021-07-18,Canada,North America,Away,USA,North America,0,1,Others,Lose
2021-07-20,Costa Rica,North America,Home,Jamaica,North America,1,0,Others,Win
2021-07-20,Jamaica,North America,Away,Costa Rica,North America,0,1,Others,Lose
2021-07-20,Grenada,North America,Home,Panama,North America,1,3,Others,Lose
2021-07-20,Panama,North America,Away,Grenada,North America,3,1,Others,Win
2021-07-20,Honduras,North America,Home,Qatar,Asia,0,2,Others,Lose
2021-07-20,Qatar,Asia,Away,Honduras,North America,2,0,Others,Win
2021-07-24,Mexico,North America,Home,Honduras,North America,3,0,Others,Win
2021-07-24,Honduras,North America,Away,Mexico,North America,0,3,Others,Lose
2021-07-24,El Salvador,North America,Home,Qatar,Asia,2,3,Others,Lose
2021-07-24,Qatar,Asia,Away,El Salvador,North America,3,2,Others,Win
2021-07-25,Canada,North America,Home,Costa Rica,North America,2,0,Others,Win
2021-07-25,Costa Rica,North America,Away,Canada,North America,0,2,Others,Lose
2021-07-25,Jamaica,North America,Home,USA,North America,0,1,Others,Lose
2021-07-25,USA,North America,Away,Jamaica,North America,1,0,Others,Win
2021-07-29,Canada,North America,Home,Mexico,North America,1,2,Others,Lose
2021-07-29,Mexico,North America,Away,Canada,North America,2,1,Others,Win
2021-07-29,USA,North America,Home,Qatar,Asia,1,0,Others,Win
2021-07-29,Qatar,Asia,Away,USA,North America,0,1,Others,Lose
2021-08-01,USA,North America,Home,Mexico,North America,1,0,Others,Win
2021-08-01,Mexico,North America,Away,USA,North America,0,1,Others,Lose
2021-08-21,El Salvador,North America,Home,Costa Rica,North America,0,0,Frendly,Draw
2021-08-21,Costa Rica,North America,Away,El Salvador,North America,0,0,Frendly,Draw
2021-08-22,Niger,Africa,Home,Sudan,Africa,2,1,Frendly,Win
2021-08-22,Sudan,Africa,Away,Niger,Africa,1,2,Frendly,Lose
2021-08-26,Sudan,Africa,Home,Niger,Africa,3,0,Frendly,Win
2021-08-26,Niger,Africa,Away,Sudan,Africa,0,3,Frendly,Lose
2021-08-26,Sierra Leone,Africa,Home,Ethiopia,Africa,0,0,Frendly,Draw
2021-08-26,Ethiopia,Africa,Away,Sierra Leone,Africa,0,0,Frendly,Draw
2021-08-29,Ethiopia,Africa,Home,Uganda,Africa,2,1,Frendly,Win
2021-08-29,Uganda,Africa,Away,Ethiopia,Africa,1,2,Frendly,Lose
2021-09-01,Bahrain,Asia,Home,Haiti,North America,6,1,Frendly,Win
2021-09-01,Haiti,North America,Away,Bahrain,Asia,1,6,Frendly,Lose
2021-09-01,Comoros,Africa,Home,Seychelles,Africa,7,1,Frendly,Win
2021-09-01,Seychelles,Africa,Away,Comoros,Africa,1,7,Frendly,Lose
2021-09-01,Finland,Europe,Home,Wales,Europe,0,0,Frendly,Draw
2021-09-01,Wales,Europe,Away,Finland,Europe,0,0,Frendly,Draw
2021-09-01,Qatar,Asia,Home,Serbia,Europe,0,4,Frendly,Lose
2021-09-01,Serbia,Europe,Away,Qatar,Asia,4,0,Frendly,Win
2021-09-01,Switzerland,Europe,Home,Greece,Europe,2,1,Frendly,Win
2021-09-01,Greece,Europe,Away,Switzerland,Europe,1,2,Frendly,Lose
2021-09-01,Central African Republic,Africa,Home,Cabo Verde,Africa,1,1,Others,Draw
2021-09-01,Cabo Verde,Africa,Away,Central African Republic,Africa,1,1,Others,Draw
2021-09-01,Mali,Africa,Home,Rwanda,Africa,1,0,Others,Win
2021-09-01,Rwanda,Africa,Away,Mali,Africa,0,1,Others,Lose
2021-09-01,Egypt,Africa,Home,Angola,Africa,1,0,Others,Win
2021-09-01,Angola,Africa,Away,Egypt,Africa,0,1,Others,Lose
2021-09-01,Gabon,Africa,Home,Libya,Africa,1,2,Others,Lose
2021-09-01,Libya,Africa,Away,Gabon,Africa,2,1,Others,Win
2021-09-01,Senegal,Africa,Home,Togo,Africa,2,0,Others,Win
2021-09-01,Togo,Africa,Away,Senegal,Africa,0,2,Others,Lose
2021-09-01,Guinea-Bissau,Africa,Home,Guinea,Africa,1,1,Others,Draw
2021-09-01,Guinea,Africa,Away,Guinea-Bissau,Africa,1,1,Others,Draw
2021-09-01,Republic of Ireland,Europe,Home,Portugal,Europe,1,2,Others,Lose
2021-09-01,Portugal,Europe,Away,Republic of Ireland,Europe,2,1,Others,Win
2021-09-01,Azerbaijan,Europe,Home,Luxembourg,Europe,1,2,Others,Lose
2021-09-01,Luxembourg,Europe,Away,Azerbaijan,Europe,2,1,Others,Win
2021-09-01,Ukraine,Europe,Home,Kazakhstan,Europe,2,2,Others,Draw
2021-09-01,Kazakhstan,Europe,Away,Ukraine,Europe,2,2,Others,Draw
2021-09-01,Bosnia and Herzegovina,Europe,Home,France,Europe,1,1,Others,Draw
2021-09-01,France,Europe,Away,Bosnia and Herzegovina,Europe,1,1,Others,Draw
2021-09-01,Faroe Islands,Europe,Home,Israel,Europe,0,4,Others,Lose
2021-09-01,Israel,Europe,Away,Faroe Islands,Europe,4,0,Others,Win
2021-09-01,Scotland,Europe,Home,Denmark,Europe,0,2,Others,Lose
2021-09-01,Denmark,Europe,Away,Scotland,Europe,2,0,Others,Win
2021-09-01,Austria,Europe,Home,Moldova,Europe,2,0,Others,Win
2021-09-01,Moldova,Europe,Away,Austria,Europe,0,2,Others,Lose
2021-09-01,Netherlands,Europe,Home,Norway,Europe,1,1,Others,Draw
2021-09-01,Norway,Europe,Away,Netherlands,Europe,1,1,Others,Draw
2021-09-01,Gibraltar,Europe,Home,Latvia,Europe,1,3,Others,Lose
2021-09-01,Latvia,Europe,Away,Gibraltar,Europe,3,1,Others,Win
2021-09-01,Turkey,Europe,Home,Montenegro,Europe,2,2,Others,Draw
2021-09-01,Montenegro,Europe,Away,Turkey,Europe,2,2,Others,Draw
2021-09-01,Malta,Europe,Home,Cyprus,Europe,3,0,Others,Win
2021-09-01,Cyprus,Europe,Away,Malta,Europe,0,3,Others,Lose
2021-09-01,Slovakia,Europe,Home,Slovenia,Europe,1,1,Others,Draw
2021-09-01,Slovenia,Europe,Away,Slovakia,Europe,1,1,Others,Draw
2021-09-01,Russia,Europe,Home,Croatia,Europe,0,0,Others,Draw
2021-09-01,Croatia,Europe,Away,Russia,Europe,0,0,Others,Draw
2021-09-02,Kyrgyz Republic,Asia,Home,Palestine,Asia,1,0,Others,Win
2021-09-02,Palestine,Asia,Away,Kyrgyz Republic,Asia,0,1,Others,Lose
2021-09-02,Nepal,Asia,Home,India,Asia,1,1,Frendly,Draw
2021-09-02,India,Asia,Away,Nepal,Asia,1,1,Frendly,Draw
2021-09-02,Burkina Faso,Africa,Home,Niger,Africa,2,0,Others,Win
2021-09-02,Niger,Africa,Away,Burkina Faso,Africa,0,2,Others,Lose
2021-09-02,Algeria,Africa,Home,Djibouti,Africa,8,0,Others,Win
2021-09-02,Djibouti,Africa,Away,Algeria,Africa,0,8,Others,Lose
2021-09-02,Uganda,Africa,Home,Kenya,Africa,0,0,Others,Draw
2021-09-02,Kenya,Africa,Away,Uganda,Africa,0,0,Others,Draw
2021-09-02,Congo,Africa,Home,Namibia,Africa,1,1,Others,Draw
2021-09-02,Namibia,Africa,Away,Congo,Africa,1,1,Others,Draw
2021-09-02,Sudan,Africa,Home,Morocco,Africa,0,2,Others,Lose
2021-09-02,Morocco,Africa,Away,Sudan,Africa,2,0,Others,Win
2021-09-02,Tanzania,Africa,Home,Congo DR,Africa,1,1,Others,Draw
2021-09-02,Congo DR,Africa,Away,Tanzania,Africa,1,1,Others,Draw
2021-09-02,Benin,Africa,Home,Madagascar,Africa,1,0,Others,Win
2021-09-02,Madagascar,Africa,Away,Benin,Africa,0,1,Others,Lose
2021-09-02,Korea,Asia,Home,Iraq,Asia,0,0,Others,Draw
2021-09-02,Iraq,Asia,Away,Korea,Asia,0,0,Others,Draw
2021-09-02,Syria,Asia,Home,IR Iran,Asia,0,1,Others,Lose
2021-09-02,IR Iran,Asia,Away,Syria,Asia,1,0,Others,Win
2021-09-02,United Arab Emirates,Asia,Home,Lebanon,Asia,0,0,Others,Draw
2021-09-02,Lebanon,Asia,Away,United Arab Emirates,Asia,0,0,Others,Draw
2021-09-02,Oman,Asia,Home,Japan,Asia,1,0,Others,Win
2021-09-02,Japan,Asia,Away,Oman,Asia,0,1,Others,Lose
2021-09-02,Australia,Oceania,Home,China PR,Asia,3,0,Others,Win
2021-09-02,China PR,Asia,Away,Australia,Oceania,0,3,Others,Lose
2021-09-02,Vietnam,Asia,Home,Saudi Arabia,Asia,1,3,Others,Lose
2021-09-02,Saudi Arabia,Asia,Away,Vietnam,Asia,3,1,Others,Win
2021-09-02,Kosovo,Europe,Home,Georgia,Europe,1,0,Others,Win
2021-09-02,Georgia,Europe,Away,Kosovo,Europe,0,1,Others,Lose
2021-09-02,Spain,Europe,Home,Sweden,Europe,1,2,Others,Lose
2021-09-02,Sweden,Europe,Away,Spain,Europe,2,1,Others,Win
2021-09-02,Italy,Europe,Home,Bulgaria,Europe,1,1,Others,Draw
2021-09-02,Bulgaria,Europe,Away,Italy,Europe,1,1,Others,Draw
2021-09-02,Lithuania,Europe,Home,Northern Ireland,Europe,1,4,Others,Lose
2021-09-02,Northern Ireland,Europe,Away,Lithuania,Europe,4,1,Others,Win
2021-09-02,Belarus,Europe,Home,Czech Republic,Europe,0,1,Others,Lose
2021-09-02,Czech Republic,Europe,Away,Belarus,Europe,1,0,Others,Win
2021-09-02,Estonia,Europe,Home,Belgium,Europe,2,5,Others,Lose
2021-09-02,Belgium,Europe,Away,Estonia,Europe,5,2,Others,Win
2021-09-02,San Marino,Europe,Home,Andorra,Europe,0,2,Others,Lose
2021-09-02,Andorra,Europe,Away,San Marino,Europe,2,0,Others,Win
2021-09-02,England,Europe,Home,Hungary,Europe,4,0,Others,Win
2021-09-02,Hungary,Europe,Away,England,Europe,0,4,Others,Lose
2021-09-02,Albania,Europe,Home,Poland,Europe,1,4,Others,Lose
2021-09-02,Poland,Europe,Away,Albania,Europe,4,1,Others,Win
2021-09-02,Romania,Europe,Home,Iceland,Europe,2,0,Others,Win
2021-09-02,Iceland,Europe,Away,Romania,Europe,0,2,Others,Lose
2021-09-02,Liechtenstein,Europe,Home,Germany,Europe,0,2,Others,Lose
2021-09-02,Germany,Europe,Away,Liechtenstein,Europe,2,0,Others,Win
2021-09-02,Armenia,Europe,Home,North Macedonia,Europe,0,0,Others,Draw
2021-09-02,North Macedonia,Europe,Away,Armenia,Europe,0,0,Others,Draw
2021-09-02,Colombia,South America,Home,Bolivia,South America,1,1,Others,Draw
2021-09-02,Bolivia,South America,Away,Colombia,South America,1,1,Others,Draw
2021-09-02,Paraguay,South America,Home,Ecuador,South America,0,2,Others,Lose
2021-09-02,Ecuador,South America,Away,Paraguay,South America,2,0,Others,Win
2021-09-02,Uruguay,South America,Home,Peru,South America,1,1,Others,Draw
2021-09-02,Peru,South America,Away,Uruguay,South America,1,1,Others,Draw
2021-09-02,Argentina,South America,Home,Venezuela,South America,3,1,Others,Win
2021-09-02,Venezuela,South America,Away,Argentina,South America,1,3,Others,Lose
2021-09-02,Chile,South America,Home,Brazil,South America,0,1,Others,Lose
2021-09-02,Brazil,South America,Away,Chile,South America,1,0,Others,Win
2021-09-02,Canada,North America,Home,Honduras,North America,1,1,Others,Draw
2021-09-02,Honduras,North America,Away,Canada,North America,1,1,Others,Draw
2021-09-02,El Salvador,North America,Home,USA,North America,0,0,Others,Draw
2021-09-02,USA,North America,Away,El Salvador,North America,0,0,Others,Draw
2021-09-02,Costa Rica,North America,Home,Panama,North America,0,0,Others,Draw
2021-09-02,Panama,North America,Away,Costa Rica,North America,0,0,Others,Draw
2021-09-02,Mexico,North America,Home,Jamaica,North America,2,1,Others,Win
2021-09-02,Jamaica,North America,Away,Mexico,North America,1,2,Others,Lose
2021-09-03,Zambia,Africa,Home,Mauritania,Africa,2,1,Others,Win
2021-09-03,Mauritania,Africa,Away,Zambia,Africa,1,2,Others,Lose
2021-09-03,Tunisia,Africa,Home,Equatorial Guinea,Africa,3,0,Others,Win
2021-09-03,Equatorial Guinea,Africa,Away,Tunisia,Africa,0,3,Others,Lose
2021-09-03,Liberia,Africa,Home,Nigeria,Africa,0,2,Others,Lose
2021-09-03,Nigeria,Africa,Away,Liberia,Africa,2,0,Others,Win
2021-09-03,Mozambique,Africa,Home,Côte d'Ivoire,Africa,0,0,Others,Draw
2021-09-03,Côte d'Ivoire,Africa,Away,Mozambique,Africa,0,0,Others,Draw
2021-09-03,Cameroon,Africa,Home,Malawi,Africa,2,0,Others,Win
2021-09-03,Malawi,Africa,Away,Cameroon,Africa,0,2,Others,Lose
2021-09-03,Zimbabwe,Africa,Home,South Africa,Africa,0,0,Others,Draw
2021-09-03,South Africa,Africa,Away,Zimbabwe,Africa,0,0,Others,Draw
2021-09-03,Ghana,Africa,Home,Ethiopia,Africa,1,0,Others,Win
2021-09-03,Ethiopia,Africa,Away,Ghana,Africa,0,1,Others,Lose
2021-09-04,Bosnia and Herzegovina,Europe,Home,Kuwait,Asia,1,0,Frendly,Win
2021-09-04,Kuwait,Asia,Away,Bosnia and Herzegovina,Europe,0,1,Frendly,Lose
2021-09-04,Seychelles,Africa,Home,Burundi,Africa,1,8,Frendly,Lose
2021-09-04,Burundi,Africa,Away,Seychelles,Africa,8,1,Frendly,Win
2021-09-04,Haiti,North America,Home,Jordan,Asia,2,0,Frendly,Win
2021-09-04,Jordan,Asia,Away,Haiti,North America,0,2,Frendly,Lose
2021-09-04,Portugal,Europe,Home,Qatar,Asia,3,1,Frendly,Win
2021-09-04,Qatar,Asia,Away,Portugal,Europe,1,3,Frendly,Lose
2021-09-04,Azerbaijan,Europe,Home,Republic of Ireland,Europe,1,1,Others,Draw
2021-09-04,Republic of Ireland,Europe,Away,Azerbaijan,Europe,1,1,Others,Draw
2021-09-04,Luxembourg,Europe,Home,Serbia,Europe,1,4,Others,Lose
2021-09-04,Serbia,Europe,Away,Luxembourg,Europe,4,1,Others,Win
2021-09-04,Finland,Europe,Home,Kazakhstan,Europe,1,0,Others,Win
2021-09-04,Kazakhstan,Europe,Away,Finland,Europe,0,1,Others,Lose
2021-09-04,Ukraine,Europe,Home,France,Europe,1,1,Others,Draw
2021-09-04,France,Europe,Away,Ukraine,Europe,1,1,Others,Draw
2021-09-04,Faroe Islands,Europe,Home,Denmark,Europe,0,1,Others,Lose
2021-09-04,Denmark,Europe,Away,Faroe Islands,Europe,1,0,Others,Win
2021-09-04,Moldova,Europe,Home,Scotland,Europe,0,1,Others,Lose
2021-09-04,Scotland,Europe,Away,Moldova,Europe,1,0,Others,Win
2021-09-04,Israel,Europe,Home,Austria,Europe,5,2,Others,Win
2021-09-04,Austria,Europe,Away,Israel,Europe,2,5,Others,Lose
2021-09-04,Latvia,Europe,Home,Norway,Europe,0,2,Others,Lose
2021-09-04,Norway,Europe,Away,Latvia,Europe,2,0,Others,Win
2021-09-04,Turkey,Europe,Home,Gibraltar,Europe,3,0,Others,Win
2021-09-04,Gibraltar,Europe,Away,Turkey,Europe,0,3,Others,Lose
2021-09-04,Netherlands,Europe,Home,Montenegro,Europe,4,0,Others,Win
2021-09-04,Montenegro,Europe,Away,Netherlands,Europe,0,4,Others,Lose
2021-09-04,Slovenia,Europe,Home,Malta,Europe,1,0,Others,Win
2021-09-04,Malta,Europe,Away,Slovenia,Europe,0,1,Others,Lose
2021-09-04,Cyprus,Europe,Home,Russia,Europe,0,2,Others,Lose
2021-09-04,Russia,Europe,Away,Cyprus,Europe,2,0,Others,Win
2021-09-04,Slovakia,Europe,Home,Croatia,Europe,0,1,Others,Lose
2021-09-04,Croatia,Europe,Away,Slovakia,Europe,1,0,Others,Win
2021-09-05,Palestine,Asia,Home,Bangladesh,Asia,2,0,Others,Win
2021-09-05,Bangladesh,Asia,Away,Palestine,Asia,0,2,Others,Lose
2021-09-05,Northern Ireland,Europe,Home,Estonia,Europe,1,0,Frendly,Win
2021-09-05,Estonia,Europe,Away,Northern Ireland,Europe,0,1,Frendly,Lose
2021-09-05,India,Asia,Home,Nepal,Asia,2,1,Frendly,Win
2021-09-05,Nepal,Asia,Away,India,Asia,1,2,Frendly,Lose
2021-09-05,Sweden,Europe,Home,Uzbekistan,Asia,2,1,Frendly,Win
2021-09-05,Uzbekistan,Asia,Away,Sweden,Europe,1,2,Frendly,Lose
2021-09-05,Rwanda,Africa,Home,Kenya,Africa,1,1,Others,Draw
2021-09-05,Kenya,Africa,Away,Rwanda,Africa,1,1,Others,Draw
2021-09-05,Gabon,Africa,Home,Egypt,Africa,1,1,Others,Draw
2021-09-05,Egypt,Africa,Away,Gabon,Africa,1,1,Others,Draw
2021-09-05,Togo,Africa,Home,Namibia,Africa,0,1,Others,Lose
2021-09-05,Namibia,Africa,Away,Togo,Africa,1,0,Others,Win
2021-09-05,Greece,Europe,Home,Kosovo,Europe,1,1,Others,Draw
2021-09-05,Kosovo,Europe,Away,Greece,Europe,1,1,Others,Draw
2021-09-05,Georgia,Europe,Home,Spain,Europe,0,4,Others,Lose
2021-09-05,Spain,Europe,Away,Georgia,Europe,4,0,Others,Win
2021-09-05,Lithuania,Europe,Home,Bulgaria,Europe,0,1,Others,Lose
2021-09-05,Bulgaria,Europe,Away,Lithuania,Europe,1,0,Others,Win
2021-09-05,Switzerland,Europe,Home,Italy,Europe,0,0,Others,Draw
2021-09-05,Italy,Europe,Away,Switzerland,Europe,0,0,Others,Draw
2021-09-05,Wales,Europe,Home,Belarus,Europe,3,2,Others,Win
2021-09-05,Belarus,Europe,Away,Wales,Europe,2,3,Others,Lose
2021-09-05,Belgium,Europe,Home,Czech Republic,Europe,3,0,Others,Win
2021-09-05,Czech Republic,Europe,Away,Belgium,Europe,0,3,Others,Lose
2021-09-05,Andorra,Europe,Home,England,Europe,0,4,Others,Lose
2021-09-05,England,Europe,Away,Andorra,Europe,4,0,Others,Win
2021-09-05,Albania,Europe,Home,Hungary,Europe,1,0,Others,Win
2021-09-05,Hungary,Europe,Away,Albania,Europe,0,1,Others,Lose
2021-09-05,Poland,Europe,Home,San Marino,Europe,7,1,Others,Win
2021-09-05,San Marino,Europe,Away,Poland,Europe,1,7,Others,Lose
2021-09-05,North Macedonia,Europe,Home,Iceland,Europe,2,2,Others,Draw
2021-09-05,Iceland,Europe,Away,North Macedonia,Europe,2,2,Others,Draw
2021-09-05,Armenia,Europe,Home,Germany,Europe,0,6,Others,Lose
2021-09-05,Germany,Europe,Away,Armenia,Europe,6,0,Others,Win
2021-09-05,Liechtenstein,Europe,Home,Romania,Europe,0,2,Others,Lose
2021-09-05,Romania,Europe,Away,Liechtenstein,Europe,2,0,Others,Win
2021-09-05,Ecuador,South America,Home,Chile,South America,0,0,Others,Draw
2021-09-05,Chile,South America,Away,Ecuador,South America,0,0,Others,Draw
2021-09-05,Paraguay,South America,Home,Colombia,South America,1,1,Others,Draw
2021-09-05,Colombia,South America,Away,Paraguay,South America,1,1,Others,Draw
2021-09-05,Uruguay,South America,Home,Bolivia,South America,4,2,Others,Win
2021-09-05,Bolivia,South America,Away,Uruguay,South America,2,4,Others,Lose
2021-09-05,Venezuela,South America,Home,Peru,South America,0,1,Others,Lose
2021-09-05,Peru,South America,Away,Venezuela,South America,1,0,Others,Win
2021-09-05,Costa Rica,North America,Home,Mexico,North America,0,1,Others,Lose
2021-09-05,Mexico,North America,Away,Costa Rica,North America,1,0,Others,Win
2021-09-05,Honduras,North America,Home,El Salvador,North America,0,0,Others,Draw
2021-09-05,El Salvador,North America,Away,Honduras,North America,0,0,Others,Draw
2021-09-05,Jamaica,North America,Home,Panama,North America,0,3,Others,Lose
2021-09-05,Panama,North America,Away,Jamaica,North America,3,0,Others,Win
2021-09-05,USA,North America,Home,Canada,North America,1,1,Others,Draw
2021-09-05,Canada,North America,Away,USA,North America,1,1,Others,Draw
2021-09-06,Djibouti,Africa,Home,Niger,Africa,2,4,Others,Lose
2021-09-06,Niger,Africa,Away,Djibouti,Africa,4,2,Others,Win
2021-09-06,Liberia,Africa,Home,Central African Republic,Africa,1,0,Others,Win
2021-09-06,Central African Republic,Africa,Away,Liberia,Africa,0,1,Others,Lose
2021-09-06,Côte d'Ivoire,Africa,Home,Cameroon,Africa,2,1,Others,Win
2021-09-06,Cameroon,Africa,Away,Côte d'Ivoire,Africa,1,2,Others,Lose
2021-09-06,Uganda,Africa,Home,Mali,Africa,0,0,Others,Draw
2021-09-06,Mali,Africa,Away,Uganda,Africa,0,0,Others,Draw
2021-09-06,South Africa,Africa,Home,Ghana,Africa,1,0,Others,Win
2021-09-06,Ghana,Africa,Away,South Africa,Africa,0,1,Others,Lose
2021-09-06,Congo DR,Africa,Home,Benin,Africa,1,1,Others,Draw
2021-09-06,Benin,Africa,Away,Congo DR,Africa,1,1,Others,Draw
2021-09-07,Kyrgyz Republic,Asia,Home,Bangladesh,Asia,4,1,Others,Win
2021-09-07,Bangladesh,Asia,Away,Kyrgyz Republic,Asia,1,4,Others,Lose
2021-09-07,Bahrain,Asia,Home,Jordan,Asia,1,2,Frendly,Lose
2021-09-07,Jordan,Asia,Away,Bahrain,Asia,2,1,Frendly,Win
2021-09-07,Burundi,Africa,Home,Comoros,Africa,0,1,Frendly,Lose
2021-09-07,Comoros,Africa,Away,Burundi,Africa,1,0,Frendly,Win
2021-09-07,Qatar,Asia,Home,Luxembourg,Europe,1,1,Frendly,Draw
2021-09-07,Luxembourg,Europe,Away,Qatar,Asia,1,1,Frendly,Draw
2021-09-07,Burkina Faso,Africa,Home,Algeria,Africa,1,1,Others,Draw
2021-09-07,Algeria,Africa,Away,Burkina Faso,Africa,1,1,Others,Draw
2021-09-07,Tunisia,Africa,Home,Zambia,Africa,2,0,Others,Win
2021-09-07,Zambia,Africa,Away,Tunisia,Africa,0,2,Others,Lose
2021-09-07,Mauritania,Africa,Home,Equatorial Guinea,Africa,0,1,Others,Lose
